id,customer_name,sentiment,csat_score,call_timestamp,reason,channel,response_time,call_duration_in_minutes,call_center,agent_id
WTR-42309406-x-477402-ZH,Gordy Whitter,Very Positive,9,10/12/2023,Billing Question,Chatbot,Within SLA,31,Los Angeles/CA,426
BSD-59531576-M-973952-BM,Daniela Chaunce,Negative,,10/25/2023,Payments,Call-Center,Within SLA,6,Baltimore/MD,141
OQM-52408084-u-285643-fM,Ilise Admans,Very Negative,,10/17/2023,Billing Question,Email,Above SLA,33,Denver/CO,317
VVY-84746279-N-053526-EV,Krissy Fussey,Negative,,10/25/2023,Billing Question,Call-Center,Within SLA,38,Los Angeles/CA,418
ANT-24796782-z-939735-QO,Garvin Benza,Neutral,5,10/4/2023,Billing Question,Email,Within SLA,7,Baltimore/MD,133
TOE-40760603-Z-425774-Rf,Shandy Organer,Negative,,10/16/2023,Service Outage,Chatbot,Above SLA,6,Chicago/IL,208
HMN-32210912-Y-034283-z7,Sonnie Cowles,Very Negative,2,10/29/2023,Billing Question,Web,Within SLA,5,Los Angeles/CA,415
LLV-50378118-9-436230-IG,Noach Laden,Positive,9,10/22/2023,Billing Question,Email,Within SLA,26,Los Angeles/CA,425
UWV-60294678-M-936294-QP,Price Dullaghan,Negative,,10/19/2023,Billing Question,Chatbot,Within SLA,32,Denver/CO,320
PTD-66987694-0-034813-ci,Gill Secombe,Neutral,7,10/6/2023,Billing Question,Web,Within SLA,34,Chicago/IL,201
UVD-80349574-d-213995-6t,Tabbie Baszkiewicz,Neutral,8,10/19/2023,Billing Question,Chatbot,Below SLA,5,Chicago/IL,215
VNO-56746301-5-090156-p1,Lucio Bartoli,Neutral,,10/1/2023,Billing Question,Email,Within SLA,42,Chicago/IL,207
ANB-02769374-M-639505-D6,Tory Bickley,Negative,,10/6/2023,Billing Question,Email,Within SLA,19,Chicago/IL,222
BRE-10708154-Y-796731-7S,Mile Worsom,Very Negative,2,10/19/2023,Billing Question,Chatbot,Within SLA,13,Los Angeles/CA,418
VBG-03419538-g-839437-gH,Jill Ferreras,Positive,7,10/20/2023,Service Outage,Email,Within SLA,38,Los Angeles/CA,414
KCX-03643853-3-174940-wH,Retha Huckster,Positive,7,10/10/2023,Billing Question,Chatbot,Within SLA,22,Baltimore/MD,105
TAA-59316196-f-005360-HO,Buckie Grenshields,Very Negative,2,10/17/2023,Billing Question,Call-Center,Within SLA,16,Denver/CO,311
MLH-41604466-2-702374-41,Cindee Barnewille,Negative,,10/14/2023,Billing Question,Call-Center,Within SLA,5,Los Angeles/CA,435
EAT-17771635-L-240531-iJ,Alayne Oehme,Very Negative,,10/28/2023,Billing Question,Call-Center,Within SLA,27,Los Angeles/CA,419
TBD-14961312-U-430832-A8,Deane Tewkesbury.,Neutral,,10/12/2023,Billing Question,Call-Center,Within SLA,21,Los Angeles/CA,439
ZAA-61725243-B-452148-xX,Ellyn Gidley,Negative,,10/21/2023,Billing Question,Chatbot,Within SLA,36,Los Angeles/CA,414
YOP-00973175-0-666093-K2,Jarad Everit,Positive,,10/15/2023,Billing Question,Call-Center,Within SLA,21,Los Angeles/CA,415
RIC-95123803-Z-810459-br,Berny Falck,Neutral,8,10/22/2023,Billing Question,Chatbot,Within SLA,33,Baltimore/MD,124
OIO-49039162-7-091623-Bz,Abie Learmonth,Negative,,10/10/2023,Billing Question,Email,Above SLA,20,Los Angeles/CA,435
KHB-20198483-N-817000-OR,Masha Viant,Very Negative,,10/13/2023,Payments,Call-Center,Within SLA,7,Baltimore/MD,133
XXE-88001295-i-043304-hr,Fletch Apark,Very Negative,,10/5/2023,Billing Question,Web,Within SLA,40,Baltimore/MD,154
GFT-92754921-C-132228-ey,Mozes Goaley,Very Negative,,10/22/2023,Service Outage,Chatbot,Within SLA,42,Baltimore/MD,122
FAW-82603853-o-101807-Dz,Wilton Jandourek,Very Positive,,10/5/2023,Billing Question,Chatbot,Above SLA,39,Baltimore/MD,139
YDZ-21245063-g-456193-9x,Morris Jansa,Negative,4,10/25/2023,Billing Question,Call-Center,Within SLA,6,Baltimore/MD,144
UJT-82743582-a-754852-ig,Marco Loram,Very Negative,,10/17/2023,Billing Question,Chatbot,Within SLA,18,Los Angeles/CA,427
EOW-10275156-6-076663-gO,Tallou Stuttman,Neutral,,10/22/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,436
RGB-02880109-6-314958-DG,Ariela Pilsworth,Neutral,8,10/3/2023,Billing Question,Call-Center,Within SLA,32,Baltimore/MD,136
JLB-75231903-h-285508-XP,Hanny Lindsell,Neutral,8,10/16/2023,Billing Question,Chatbot,Below SLA,37,Baltimore/MD,122
HTS-27537294-o-531916-Xs,Ty Jurczik,Very Positive,9,10/13/2023,Billing Question,Email,Within SLA,11,Los Angeles/CA,423
HPI-44819604-c-705267-g5,Alameda Derrick,Neutral,,10/17/2023,Billing Question,Web,Within SLA,23,Baltimore/MD,104
DJQ-72250440-2-116352-I4,Wilek Reightley,Very Positive,9,10/28/2023,Billing Question,Call-Center,Within SLA,6,Baltimore/MD,147
IRU-55834292-G-837348-Xq,Clarice Ouldcott,Negative,,10/28/2023,Billing Question,Call-Center,Within SLA,34,Baltimore/MD,150
CSC-95615448-A-975225-EN,Rochella Mityashev,Positive,,10/25/2023,Service Outage,Email,Within SLA,44,Los Angeles/CA,411
EBP-79365560-8-105496-6L,Lise Osbourne,Negative,,10/5/2023,Service Outage,Web,Below SLA,35,Baltimore/MD,109
EJA-91428994-7-712241-Ws,Walden Dudliston,Very Positive,,10/19/2023,Billing Question,Call-Center,Below SLA,12,Denver/CO,311
WCG-33185251-g-101527-0z,Tierney Bolding,Neutral,6,10/14/2023,Billing Question,Chatbot,Within SLA,23,Baltimore/MD,101
WPT-02209784-g-353193-Z8,Cassie Espinos,Negative,,10/22/2023,Billing Question,Call-Center,Below SLA,10,Los Angeles/CA,405
DLZ-38273966-x-606086-0S,Shirlee Pfeffel,Very Negative,,10/19/2023,Billing Question,Chatbot,Within SLA,35,Baltimore/MD,151
OIT-88090909-D-306817-4Q,Shannan McCreary,Neutral,,10/4/2023,Billing Question,Web,Below SLA,33,Baltimore/MD,145
BVP-61832072-L-945084-Zd,Moishe Blenkiron,Positive,,10/13/2023,Billing Question,Email,Below SLA,26,Los Angeles/CA,435
KHJ-36147570-K-242884-fV,Morgan Issacof,Neutral,,10/2/2023,Billing Question,Web,Within SLA,30,Chicago/IL,214
NZM-22744328-0-514379-Fo,Ryley Ebdin,Negative,,10/8/2023,Billing Question,Call-Center,Above SLA,30,Chicago/IL,202
RQY-30735663-f-846373-a2,Marius Dunkerton,Neutral,,10/27/2023,Billing Question,Email,Within SLA,15,Los Angeles/CA,431
AWJ-53508240-s-359434-cS,Vicky Findon,Very Positive,,10/22/2023,Billing Question,Email,Below SLA,14,Baltimore/MD,123
CYE-52948193-I-220857-gf,Kamillah Crossfield,Very Positive,9,10/9/2023,Billing Question,Email,Within SLA,18,Los Angeles/CA,428
LAW-11252743-z-376366-hq,Tommie Isbell,Neutral,,10/20/2023,Billing Question,Call-Center,Below SLA,24,Chicago/IL,216
NUP-91877404-S-046570-bZ,Nadiya Heselwood,Negative,6,10/11/2023,Service Outage,Email,Above SLA,42,Los Angeles/CA,435
QOJ-00368824-Z-046442-s0,Jervis Gisbourn,Neutral,5,10/19/2023,Billing Question,Chatbot,Within SLA,28,Los Angeles/CA,440
EPZ-30158514-i-453194-ZT,Luelle Minard,Neutral,,10/28/2023,Billing Question,Web,Within SLA,31,Los Angeles/CA,431
RQE-10984582-G-841271-y3,Wenonah Penticost,Negative,4,10/4/2023,Billing Question,Chatbot,Within SLA,44,Chicago/IL,227
AJG-71538120-M-561026-vL,Adoree Dargan,Neutral,,10/30/2023,Payments,Call-Center,Within SLA,13,Chicago/IL,228
RFH-79914634-B-308026-LE,Aland Berrisford,Positive,,10/21/2023,Billing Question,Email,Within SLA,40,Los Angeles/CA,437
OZF-22170992-x-580739-8d,Meredithe Gwilt,Very Negative,4,10/22/2023,Billing Question,Call-Center,Within SLA,42,Los Angeles/CA,402
JJX-96820382-p-348919-DF,Germain Menendes,Positive,7,10/21/2023,Payments,Call-Center,Within SLA,41,Los Angeles/CA,416
EYB-34986159-g-872380-Qc,Nickie Bonus,Negative,,10/21/2023,Billing Question,Call-Center,Below SLA,24,Baltimore/MD,145
KVU-22588817-f-159751-dB,Brenna Bulbrook,Negative,,10/29/2023,Service Outage,Chatbot,Above SLA,17,Chicago/IL,229
IGT-13830671-y-301130-Bs,Jo ann Folk,Positive,9,10/6/2023,Billing Question,Chatbot,Within SLA,11,Los Angeles/CA,420
BZB-71057662-d-178814-jk,Nickolai Karys,Neutral,5,10/9/2023,Billing Question,Chatbot,Below SLA,36,Baltimore/MD,144
APJ-39977873-H-324083-rW,Allie Yurshev,Negative,,10/8/2023,Billing Question,Chatbot,Within SLA,7,Los Angeles/CA,403
QYK-27112518-p-747717-R1,Christoph Joffe,Neutral,,10/24/2023,Billing Question,Chatbot,Within SLA,35,Los Angeles/CA,431
YIJ-99401216-c-830546-Mj,Margette Rangle,Very Positive,,10/27/2023,Payments,Call-Center,Within SLA,27,Los Angeles/CA,437
QJI-85920890-7-486132-G9,Ira Worge,Negative,6,10/26/2023,Billing Question,Web,Within SLA,30,Los Angeles/CA,424
ZYS-57339063-E-609139-vS,Lurette Skippings,Positive,,10/21/2023,Payments,Call-Center,Below SLA,12,Baltimore/MD,121
LCV-14846157-F-597339-7o,Hally Barltrop,Negative,,10/19/2023,Payments,Call-Center,Below SLA,13,Los Angeles/CA,418
BZN-32919127-O-883287-7p,Lynnet Varga,Positive,,10/20/2023,Billing Question,Email,Within SLA,7,Chicago/IL,221
LZV-17163995-w-630468-kF,Augustine Critten,Neutral,,10/28/2023,Billing Question,Call-Center,Within SLA,5,Denver/CO,307
LVI-01085676-M-769788-Oq,Glen Creamer,Negative,,10/18/2023,Billing Question,Web,Within SLA,17,Chicago/IL,221
YAF-29278852-z-780017-oZ,Tonya Skune,Very Positive,,10/12/2023,Billing Question,Web,Within SLA,36,Baltimore/MD,150
DEV-11750144-V-348942-1A,Merle Crooks,Neutral,6,10/15/2023,Service Outage,Chatbot,Within SLA,11,Baltimore/MD,132
MRN-65129368-7-914412-Gv,Portia Blacklawe,Very Positive,,10/15/2023,Billing Question,Email,Within SLA,35,Chicago/IL,214
JYC-12473915-0-726989-TY,Dean Soanes,Neutral,,10/30/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,433
YDR-64146748-7-707919-kI,Stanley Carslake,Negative,,10/25/2023,Billing Question,Call-Center,Above SLA,40,Denver/CO,312
MPJ-20091474-w-054063-zl,Benedikta Ellcock,Negative,,10/10/2023,Payments,Call-Center,Within SLA,39,Chicago/IL,213
YKC-82306973-y-050388-6l,Halimeda Vaulkhard,Very Negative,,10/22/2023,Billing Question,Email,Within SLA,44,Los Angeles/CA,411
LVI-95985379-4-137717-rA,Ryun Haack,Negative,5,10/7/2023,Billing Question,Chatbot,Within SLA,12,Baltimore/MD,111
IIL-34979677-c-083038-S9,Cchaddie McCague,Neutral,7,10/18/2023,Billing Question,Web,Within SLA,27,Los Angeles/CA,410
AOI-19180697-l-229697-XJ,Meghan Carass,Negative,3,10/27/2023,Service Outage,Chatbot,Above SLA,13,Los Angeles/CA,440
NXX-32501849-U-326161-cp,Martha Strafford,Neutral,5,10/14/2023,Service Outage,Email,Within SLA,41,Chicago/IL,206
KZZ-61535272-9-246976-CL,Inge Usher,Positive,8,10/16/2023,Payments,Call-Center,Below SLA,38,Baltimore/MD,114
VAY-03326850-p-215292-TH,Collen Gionettitti,Very Negative,,10/23/2023,Billing Question,Call-Center,Below SLA,42,Los Angeles/CA,438
NSC-51125581-h-541213-Uf,Bary Webberley,Very Negative,,10/13/2023,Billing Question,Web,Within SLA,21,Chicago/IL,204
YIX-52069580-P-804997-i0,Phyllis Corthes,Negative,5,10/20/2023,Service Outage,Email,Below SLA,22,Los Angeles/CA,418
FTP-31816719-C-588157-hD,Alaine Fronczak,Negative,,10/9/2023,Billing Question,Web,Within SLA,38,Los Angeles/CA,404
MDK-14603769-4-243164-rv,Sidney Firebrace,Negative,,10/11/2023,Billing Question,Email,Above SLA,18,Los Angeles/CA,422
UWX-80064255-z-021075-GQ,Kean Mityukov,Very Negative,2,10/4/2023,Billing Question,Call-Center,Within SLA,6,Denver/CO,312
NOL-95832931-Z-692433-2t,Raviv Wibrew,Positive,,10/19/2023,Billing Question,Email,Within SLA,43,Denver/CO,306
TQI-72350703-X-671796-P2,Gage Pead,Very Negative,,10/7/2023,Billing Question,Email,Below SLA,11,Baltimore/MD,113
SPY-82907396-d-000509-dg,Beauregard Brusle,Negative,,10/23/2023,Billing Question,Call-Center,Within SLA,29,Baltimore/MD,123
ZPH-84807443-4-823304-n0,Holden Jain,Neutral,5,10/29/2023,Service Outage,Chatbot,Below SLA,29,Denver/CO,311
PPW-00629625-I-585877-v6,Julius Montier,Neutral,,10/24/2023,Billing Question,Email,Within SLA,19,Los Angeles/CA,405
MEW-55525326-J-172237-p7,Bradney Minocchi,Negative,,10/12/2023,Service Outage,Chatbot,Below SLA,11,Denver/CO,309
GLB-72426494-F-779791-hR,Gan Turfrey,Negative,4,10/22/2023,Billing Question,Web,Above SLA,14,Baltimore/MD,114
CPJ-80745611-u-199200-LT,Sher Desorts,Very Negative,,10/27/2023,Billing Question,Email,Within SLA,30,Los Angeles/CA,403
GLP-29356332-F-591454-ak,Andrus Packman,Negative,,10/26/2023,Billing Question,Call-Center,Within SLA,16,Los Angeles/CA,439
KLP-18174161-N-156437-Ua,Paolina Clavering,Negative,,10/11/2023,Service Outage,Web,Within SLA,20,Baltimore/MD,104
BHG-12883422-1-738500-Vm,Dallas Bointon,Neutral,,10/21/2023,Billing Question,Email,Below SLA,44,Baltimore/MD,111
RTM-12290933-a-919849-Uv,Henrie Tellenbroker,Neutral,6,10/27/2023,Payments,Call-Center,Within SLA,39,Los Angeles/CA,413
BHT-38147041-1-334519-IW,Leigh Olivazzi,Neutral,,10/16/2023,Payments,Call-Center,Within SLA,45,Denver/CO,305
XAU-68713166-Y-392962-K1,Nikki Bartosek,Negative,5,10/22/2023,Billing Question,Chatbot,Below SLA,24,Baltimore/MD,155
NTF-44856779-v-721477-GU,Isacco Minshaw,Positive,,10/6/2023,Billing Question,Chatbot,Below SLA,43,Los Angeles/CA,403
XVD-11281964-X-202412-Le,Wolf Scotchforth,Negative,,10/30/2023,Billing Question,Call-Center,Within SLA,38,Chicago/IL,201
BCF-53578749-u-548895-zJ,Ardisj Rendle,Neutral,,10/14/2023,Billing Question,Email,Within SLA,40,Los Angeles/CA,405
YWN-86046128-3-864097-0k,Henderson David,Negative,6,10/7/2023,Billing Question,Email,Within SLA,16,Chicago/IL,204
XLJ-92972016-U-020114-aw,Peggie Laherty,Very Negative,,10/3/2023,Billing Question,Chatbot,Below SLA,36,Los Angeles/CA,418
BOM-68491142-Z-843992-SI,Phillipp Everitt,Neutral,,10/5/2023,Service Outage,Email,Within SLA,41,Baltimore/MD,154
KIC-44707035-K-523700-cQ,Elmira Petken,Very Negative,,10/11/2023,Billing Question,Chatbot,Within SLA,9,Denver/CO,324
NNR-05649050-D-232700-tN,Eberto Truss,Positive,9,10/15/2023,Billing Question,Chatbot,Within SLA,17,Los Angeles/CA,407
GBO-35399693-5-645582-mv,Trueman Grand,Positive,7,10/16/2023,Billing Question,Call-Center,Below SLA,33,Los Angeles/CA,412
KAV-56259721-T-927375-BB,Engelbert Newgrosh,Neutral,,10/25/2023,Payments,Call-Center,Within SLA,27,Baltimore/MD,115
NGU-12854888-A-256623-zN,Shea Barford,Neutral,,10/29/2023,Billing Question,Web,Below SLA,42,Chicago/IL,217
JZI-70935027-2-773852-CN,Dael Skynner,Very Negative,,10/11/2023,Billing Question,Email,Within SLA,19,Baltimore/MD,153
TXE-68432597-m-502143-G7,Chryste Linnane,Very Positive,,10/7/2023,Billing Question,Email,Below SLA,26,Denver/CO,317
BOY-65569580-G-650214-I2,Brigida Leader,Negative,6,10/13/2023,Billing Question,Chatbot,Within SLA,29,Los Angeles/CA,427
WIG-58539037-8-554211-uC,Alisa Harbour,Very Positive,,10/17/2023,Billing Question,Chatbot,Below SLA,45,Baltimore/MD,145
RAW-61627738-L-848298-Uc,Tatiana Mulcahy,Negative,,10/30/2023,Payments,Call-Center,Below SLA,40,Baltimore/MD,114
QWJ-70558179-f-740483-7Y,Jamison Worsam,Neutral,8,10/14/2023,Billing Question,Email,Within SLA,29,Baltimore/MD,125
TRX-14492407-6-009934-eN,Nolana Creaser,Negative,,10/8/2023,Billing Question,Call-Center,Within SLA,29,Baltimore/MD,144
ZGV-24441526-Q-246884-q0,Nikki Delbergue,Very Positive,10,10/30/2023,Billing Question,Web,Within SLA,23,Los Angeles/CA,424
MZJ-17059332-O-801084-O7,Sheridan Wandtke,Neutral,,10/4/2023,Payments,Call-Center,Below SLA,7,Chicago/IL,220
NHX-54211271-z-575506-S1,Abbe Vipan,Very Negative,4,10/29/2023,Billing Question,Email,Within SLA,21,Baltimore/MD,139
TOP-42378003-S-602292-cf,Marie Luquet,Negative,,10/12/2023,Billing Question,Chatbot,Within SLA,16,Los Angeles/CA,416
TGR-95091143-b-397625-bq,Vikki Cahill,Negative,5,10/17/2023,Billing Question,Call-Center,Within SLA,13,Baltimore/MD,116
YHJ-15021974-s-332030-jC,Mignon Rylatt,Negative,,10/2/2023,Billing Question,Web,Within SLA,8,Chicago/IL,202
RSP-77601172-N-413125-69,Reyna Sherington,Neutral,8,10/6/2023,Billing Question,Call-Center,Within SLA,18,Denver/CO,331
IOD-12422474-I-175741-wJ,Felicity Willoughley,Negative,,10/6/2023,Service Outage,Email,Below SLA,42,Baltimore/MD,108
UIW-36987715-e-830936-Bc,Gardener Riggs,Very Negative,,10/21/2023,Service Outage,Chatbot,Within SLA,24,Chicago/IL,204
KMK-30192479-v-996037-Gd,Howey Elph,Negative,4,10/18/2023,Payments,Call-Center,Below SLA,36,Los Angeles/CA,408
UYS-62966603-p-367640-kY,Cameron Cesconi,Very Negative,,10/28/2023,Billing Question,Email,Within SLA,20,Baltimore/MD,119
JUN-55897310-y-382876-AN,Abbey Iacoviello,Neutral,,10/16/2023,Billing Question,Web,Above SLA,27,Baltimore/MD,153
AOS-15148530-y-411327-Sf,Sven Bembridge,Negative,6,10/28/2023,Billing Question,Web,Within SLA,12,Denver/CO,326
ZJE-55440541-U-123270-lx,Flin Cordsen,Very Negative,4,10/28/2023,Payments,Call-Center,Within SLA,14,Los Angeles/CA,433
LSG-81872214-G-733249-Fx,Micah Seywood,Very Negative,,10/18/2023,Billing Question,Email,Within SLA,19,Baltimore/MD,107
WAJ-52277681-n-609028-ma,Milly Anthoney,Positive,,10/3/2023,Billing Question,Web,Within SLA,35,Chicago/IL,226
QHC-21526723-w-798491-j2,Clark Chatenet,Neutral,,10/15/2023,Billing Question,Chatbot,Below SLA,9,Chicago/IL,203
YOV-78608667-l-519527-4d,Aaren Stanger,Negative,,10/24/2023,Billing Question,Email,Within SLA,34,Denver/CO,320
OKW-82635488-9-505298-aN,Axel May,Positive,7,10/8/2023,Payments,Call-Center,Within SLA,27,Chicago/IL,210
DWC-83082017-f-472391-vd,Hyacinthia MacKenney,Positive,,10/17/2023,Service Outage,Email,Within SLA,33,Baltimore/MD,112
NKT-85492310-Z-112576-pR,Rickie McCollum,Very Positive,10,10/6/2023,Billing Question,Call-Center,Within SLA,34,Baltimore/MD,148
KPJ-74927862-L-286239-WE,Nickie Laphorn,Very Negative,,10/1/2023,Billing Question,Email,Within SLA,44,Denver/CO,305
ZKG-58802695-k-352725-mO,Sioux Simonetti,Neutral,,10/22/2023,Billing Question,Call-Center,Above SLA,12,Chicago/IL,222
EIN-98192138-3-165570-bO,Ced Dumbrall,Neutral,,10/4/2023,Billing Question,Call-Center,Within SLA,11,Baltimore/MD,129
ZUA-28927612-E-320845-XM,Whitney Pollen,Neutral,8,10/12/2023,Billing Question,Chatbot,Within SLA,21,Denver/CO,326
VHS-13864200-p-059689-wV,Avie Capaldi,Neutral,,10/29/2023,Billing Question,Email,Within SLA,25,Los Angeles/CA,413
XIW-26315401-T-003599-rg,Abbye Harwood,Neutral,,10/22/2023,Billing Question,Web,Within SLA,36,Los Angeles/CA,425
TVX-28276616-e-303975-Qi,Andriette Rubenczyk,Negative,,10/14/2023,Service Outage,Chatbot,Within SLA,7,Baltimore/MD,105
RRG-14447225-H-798344-DC,Demeter Feetham,Negative,,10/7/2023,Billing Question,Chatbot,Within SLA,10,Baltimore/MD,116
MZP-52691664-J-170624-kW,Frances Bubb,Very Negative,,10/21/2023,Billing Question,Email,Within SLA,24,Los Angeles/CA,422
ETW-05640484-n-620177-wr,Cyril Pulley,Negative,,10/4/2023,Service Outage,Chatbot,Below SLA,24,Baltimore/MD,106
GMV-34457758-i-185085-Jp,Curry Scottini,Positive,7,10/18/2023,Billing Question,Web,Within SLA,13,Baltimore/MD,142
SDM-43956449-P-887371-RZ,Welbie Pautard,Negative,,10/10/2023,Billing Question,Chatbot,Within SLA,7,Chicago/IL,207
FDP-47362286-z-176602-Cn,Alain Leif,Neutral,,10/9/2023,Billing Question,Call-Center,Within SLA,29,Baltimore/MD,150
HGX-14364688-N-823646-RU,Dallas Laffranconi,Negative,4,10/28/2023,Payments,Call-Center,Within SLA,18,Los Angeles/CA,441
CHV-69848864-U-325920-FD,Esdras Hadlington,Neutral,,10/27/2023,Billing Question,Chatbot,Within SLA,30,Baltimore/MD,137
IWG-19308158-3-053205-kL,Edy Caddie,Negative,4,10/6/2023,Billing Question,Web,Above SLA,17,Los Angeles/CA,427
KSW-55741571-e-120910-oq,Berty Calcott,Negative,,10/22/2023,Billing Question,Web,Within SLA,39,Los Angeles/CA,431
CPZ-01140378-1-748366-lp,Selene Graal,Neutral,6,10/20/2023,Billing Question,Email,Within SLA,5,Los Angeles/CA,428
MQD-44340317-X-040193-Ta,Vasilis Wyld,Neutral,,10/21/2023,Billing Question,Chatbot,Within SLA,9,Los Angeles/CA,411
LYN-35978811-L-413873-hG,Janella Schinetti,Very Negative,,10/14/2023,Billing Question,Email,Within SLA,26,Baltimore/MD,138
IHU-37751983-a-930241-tR,Gan Shortan,Very Negative,,10/22/2023,Billing Question,Chatbot,Within SLA,28,Chicago/IL,210
KEG-49544068-z-470184-r9,Harri Andrag,Negative,,10/4/2023,Billing Question,Email,Within SLA,44,Baltimore/MD,116
NLX-41571877-L-327053-Oa,Dalia Chatelet,Negative,5,10/23/2023,Billing Question,Email,Within SLA,32,Denver/CO,323
ZMS-43051635-9-464121-ut,Marita Sustins,Negative,,10/15/2023,Billing Question,Web,Below SLA,18,Chicago/IL,224
WHY-25960505-5-226023-cV,Obidiah Scawen,Negative,5,10/21/2023,Billing Question,Call-Center,Within SLA,39,Los Angeles/CA,441
HAF-53776024-l-233435-WG,Simon Holyland,Very Negative,,10/17/2023,Service Outage,Chatbot,Within SLA,16,Los Angeles/CA,439
PRF-04530400-L-016387-eh,Gustav Scully,Neutral,7,10/16/2023,Billing Question,Web,Above SLA,13,Chicago/IL,225
DLQ-85832297-t-995113-yk,Trix Pouton,Neutral,7,10/14/2023,Billing Question,Web,Within SLA,19,Los Angeles/CA,402
CVB-47772367-v-902605-B2,Donal Newell,Neutral,,10/29/2023,Billing Question,Email,Below SLA,7,Baltimore/MD,137
URT-09323632-L-066490-mE,Josiah Schwandermann,Negative,,10/2/2023,Billing Question,Email,Below SLA,25,Denver/CO,311
OMC-35185591-a-346427-wU,Cozmo Krzyzowski,Negative,,10/15/2023,Billing Question,Web,Below SLA,39,Chicago/IL,226
VQM-51019895-F-211545-3B,Salomi Itzkin,Very Positive,,10/14/2023,Payments,Call-Center,Within SLA,41,Los Angeles/CA,411
JWL-59915217-P-332202-pn,Crissy Gurery,Very Negative,,10/5/2023,Billing Question,Web,Within SLA,34,Chicago/IL,222
DIO-58878032-g-046620-sY,Terri Boxhall,Very Negative,,10/25/2023,Billing Question,Call-Center,Below SLA,17,Los Angeles/CA,428
ORQ-23812773-o-921639-CJ,Danice Caen,Very Negative,3,10/8/2023,Billing Question,Call-Center,Above SLA,36,Los Angeles/CA,430
VLF-01548086-7-822871-oP,Hilde Carvil,Neutral,,10/16/2023,Billing Question,Web,Within SLA,25,Chicago/IL,229
JOQ-31632395-w-387484-Fl,Norry Boulton,Very Positive,,10/1/2023,Billing Question,Chatbot,Above SLA,30,Los Angeles/CA,427
